Date,US dollar (USD),Euro (EUR),Japanese yen (JPY),Pound sterling (GBP),Canadian dollar (CAD),Swiss franc (CHF),Indian rupee (INR),Chinese renmimbi (CNY),Turkish lira (TRY),Saudi riyal (SAR),Indonesian rupiah (IDR),UAE dirham (AED),Thai baht THB),Vietnamese dong (VND),Egyptian pound (EGP),Korean won (KRW),Russian ruble (RUB),South African rand (ZAR),Australian dollar (AUD)
2012-10-25,1715.5,1323.74,137523.05,1062.82,1704.95,1601.33,92079.44,10707.64,3088.67,6433.3,16477377.5,6301.03,52622.94,35768175.0,10470.98,1883962.02,53832.37,14958.3,1655.33
2012-10-26,1716.0,1326.99,136524.96,1065.97,1711.8,1604.89,92106.28,10723.11,3091.12,6435.17,16482180.0,6302.87,52784.15,35761440.0,10474.03,1882366.12,53903.83,14846.23,1656.13
2012-10-29,1707.0,1322.74,136244.18,1065.28,1707.77,1598.78,92169.46,10657.83,3078.74,6401.68,16395735.0,6269.73,52473.16,35590950.0,10421.23,1870615.7,53708.61,14847.83,1652.87
2012-10-30,1710.0,1317.62,136081.78,1063.27,1708.89,1591.92,92408.39,10671.25,3071.93,6412.67,16441650.0,6280.83,52514.09,35644950.0,10446.82,1866422.0,53622.42,14767.13,1649.07
2012-10-31,1719.0,1326.59,137399.66,1067.01,1718.14,1600.73,92473.6,10721.75,3084.74,6446.59,16510995.0,6313.89,52687.34,35841150.0,10507.39,1874741.15,53901.81,14953.92,1657.75
2012-11-01,1716.25,1326.62,137540.27,1063.32,1711.7,1600.75,92265.59,10710.26,3070.71,6436.37,16510325.0,6303.7,52731.77,35783812.5,10474.27,1874574.06,53714.31,14847.71,1650.0
2012-11-02,1685.0,1311.8,135693.05,1050.53,1679.02,1583.23,90577.16,10516.93,3017.16,6319.51,16201275.0,6188.92,51780.04,35132250.0,10283.55,1838124.38,53033.25,14724.71,1625.11
2012-11-05,1683.5,1316.98,134974.59,1053.93,1677.52,1589.64,91843.33,10514.13,2997.3,6313.46,16195270.0,6183.49,51868.63,35100975.0,10288.71,1836992.78,53312.23,14656.97,1623.98
2012-11-06,1691.0,1320.94,135770.38,1058.1,1682.29,1595.8,92049.58,10561.31,3002.54,6341.67,16267420.0,6210.96,51998.25,35257350.0,10345.11,1844373.62,53230.63,14630.95,1622.14
2012-11-07,1715.25,1344.77,136997.01,1072.87,1707.96,1621.94,92734.97,10709.5,3061.03,6432.7,16474976.25,6300.11,52623.86,35762962.5,10485.32,1862075.15,54051.81,14839.91,1647.77
2012-11-08,1717.0,1349.1,137068.09,1075.11,1713.48,1627.11,93585.07,10719.06,3064.42,6439.26,16534710.0,6306.54,52720.46,35782280.0,10500.31,1870671.5,54173.48,15001.94,1648.51
2012-11-09,1738.25,1367.73,138103.96,1092.59,1741.12,1649.34,95177.86,10855.37,3112.34,6519.05,16721965.0,6384.68,53259.98,36225130.0,10630.27,1890781.44,54927.81,15179.27,1674.86
2012-11-12,1735.25,1365.16,137813.55,1093.59,1735.86,1645.28,95386.67,10809.04,3123.27,6507.71,16693105.0,6373.57,53159.37,36175624.38,10578.95,1888906.05,54900.26,15181.27,1664.11
2012-11-13,1726.25,1358.08,137133.28,1086.31,1728.41,1635.62,94891.94,10748.49,3120.28,6473.95,16615156.25,6340.52,52969.98,35983681.25,10532.28,1881508.82,54738.5,15139.38,1654.37
2012-11-14,1725.75,1355.82,138439.64,1088.97,1731.19,1632.65,94864.45,10743.14,3117.48,6471.99,16614658.13,6338.77,52989.13,35981887.5,10526.64,1872352.38,54791.69,15359.17,1661.85
2012-11-15,1710.0,1336.77,138680.98,1077.34,1714.7,1609.54,93690.89,10659.11,3076.12,6413.01,16463025.0,6280.83,52496.99,35649225.0,10430.57,1858461.9,54096.7,15272.86,1655.77
2012-11-16,1713.5,1348.63,139256.13,1081.38,1719.24,1624.4,94396.71,10684.7,3089.01,6426.14,16496721.25,6293.68,52715.83,35726475.0,10451.92,1871527.29,54449.01,15239.44,1662.38
2012-11-19,1730.5,1350.37,140404.11,1087.44,1722.97,1626.41,95289.96,10788.8,3114.9,6489.63,16664715.0,6356.04,53169.6,36098230.0,10555.18,1881139.69,54415.98,15253.49,1662.58
2012-11-20,1732.25,1353.06,141594.1,1088.47,1728.7,1630.57,95438.29,10796.42,3113.29,6496.46,16686764.25,6362.55,53171.4,36117412.5,10572.18,1874770.7,54218.56,15346.87,1669.88
2012-11-21,1724.0,1344.88,142031.73,1081.93,1719.95,1619.44,95018.24,10740.86,3109.75,6465.34,16611602.0,6332.25,52926.79,35945400.0,10512.95,1867781.43,53721.98,15497.98,1666.26
2012-11-22,1731.0,1343.42,142885.39,1085.44,1727.62,1618.48,95594.46,10782.23,3110.95,6491.6,16665202.5,6357.96,53167.66,36117315.0,10540.06,1879086.71,53950.49,15474.27,1665.7
2012-11-23,1734.5,1338.5,142870.76,1083.28,1721.84,1612.48,96412.17,10803.33,3112.99,6504.72,16672881.25,6370.82,53249.14,36190342.5,10561.37,1884100.63,53854.48,15388.66,1661.0
2012-11-26,1750.5,1350.17,143751.05,1092.42,1741.83,1625.6,97581.61,10897.74,3138.3,6564.72,16804800.0,6429.59,53722.82,36524182.5,10681.55,1900080.14,54289.99,15493.76,1674.72
2012-11-27,1746.25,1350.44,143585.39,1089.5,1736.21,1626.54,96960.52,10865.69,3129.72,6548.61,16764000.0,6413.98,53592.39,36426775.0,10662.6,1893109.37,54295.28,15418.34,1670.97
2012-11-28,1708.0,1323.06,139757.09,1068.6,1696.98,1592.11,94836.69,10636.23,3059.71,6405.17,16396800.0,6273.57,52478.28,35611800.0,10432.46,1855571.03,53225.53,15110.25,1633.43
2012-11-29,1725.0,1329.12,141717.37,1075.64,1710.77,1600.2,94749.92,10743.47,3083.69,6468.92,16560000.0,6335.92,53000.61,35974875.0,10541.47,1870287.87,53228.58,15121.35,1651.98
2012-11-30,1726.0,1327.08,142343.2,1076.97,1714.52,1598.97,93885.75,10747.28,3082.55,6472.67,16558381.0,6339.6,52970.92,35987100.0,10547.58,1868998.85,53357.12,15330.16,1654.45
2012-12-03,1720.0,1315.84,141530.18,1068.56,1709.08,1590.31,94040.98,10711.99,3071.06,6450.34,16503400.0,6317.56,52735.18,35862000.0,10511.78,1862931.75,53159.17,15227.16,1649.96
2012-12-04,1697.75,1297.33,138901.39,1054.08,1685.27,1572.29,92765.06,10569.51,3032.35,6366.9,16298400.0,6235.83,52078.46,35398087.5,10380.04,1839427.16,52374.72,14952.68,1619.76
2012-12-05,1694.0,1296.3,139390.77,1052.66,1682.06,1571.1,92450.04,10545.66,3030.31,6352.84,16262400.0,6222.06,51963.43,35311430.0,10363.89,1832272.75,52180.27,14884.5,1621.13
2012-12-06,1694.25,1304.62,139521.47,1053.61,1676.21,1577.86,91650.43,10552.13,3033.38,6353.78,16281742.5,6222.98,51937.23,35325112.5,10387.45,1835126.72,52303.61,14696.77,1613.19
2012-12-07,1701.5,1316.14,140152.55,1062.08,1682.19,1589.88,92689.2,10600.51,3045.43,6380.96,16368430.0,6249.61,52202.01,35459260.0,10431.9,1840427.31,52432.82,14753.11,1622.1
2012-12-10,1712.5,1324.85,141007.24,1065.35,1690.49,1598.62,93356.94,10694.73,3064.6,6422.22,16491375.0,6290.01,52539.49,35688500.0,10521.17,1848086.85,52626.4,14867.07,1631.34
2012-12-11,1710.0,1315.49,140886.9,1061.85,1687.34,1594.57,92844.45,10680.66,3048.16,6412.84,16475850.0,6280.83,52377.28,35663760.0,10518.21,1841242.5,52587.61,14819.88,1626.17
2012-12-12,1716.25,1316.14,142328.6,1064.9,1690.76,1594.48,93097.97,10729.65,3055.1,6436.28,16527487.5,6303.79,52560.16,35766650.0,10575.53,1844968.75,52453.73,14862.72,1627.78
2012-12-13,1692.75,1293.41,141530.8,1049.08,1665.75,1563.09,92144.84,10550.74,3014.96,6348.07,16309646.25,6217.47,51882.78,35276910.0,10445.11,1816405.06,51920.44,14634.42,1604.88
2012-12-14,1696.25,1293.96,141636.88,1052.26,1673.44,1563.52,92530.42,10587.14,3020.68,6361.7,16368812.5,6230.41,51998.54,35349850.0,10466.71,1823044.69,52134.06,14625.07,1608.81
2012-12-17,1695.75,1288.42,142036.01,1046.86,1669.38,1556.53,92910.13,10573.0,3024.96,6359.4,16347030.0,6228.49,51906.88,35339430.0,10453.45,1818691.88,52569.08,14497.05,1608.49
2012-12-18,1694.0,1282.07,142270.57,1042.69,1667.83,1547.05,93000.59,10557.69,3016.25,6352.84,16336089.0,6222.06,51827.91,35302960.0,10451.98,1818000.72,52168.25,14415.35,1607.14
2012-12-19,1665.0,1255.7,140292.89,1023.39,1643.11,1518.15,90908.98,10373.45,2965.36,6244.17,16067250.0,6115.46,50957.32,34731900.0,10271.38,1786877.92,51229.95,14130.44,1586.4
2012-12-20,1650.5,1246.88,139285.69,1015.04,1631.77,1505.42,90554.67,10282.94,2947.88,6189.7,15931451.25,6062.37,50554.8,34429430.0,10179.05,1773750.77,50644.35,14033.95,1575.88
2012-12-21,1651.5,1253.56,138924.17,1020.61,1642.66,1513.43,91005.9,10286.53,2965.93,6193.54,15949361.25,6066.04,50552.39,34442032.5,10185.21,1774255.72,50922.35,14146.75,1583.79
2012-12-24,1651.5,1251.61,140038.94,1024.38,1638.7,1511.12,90774.69,10294.62,2969.15,6193.45,15949361.25,6065.79,50577.19,34433775.0,10192.64,1773958.56,50514.01,14166.98,1591.73
2012-12-25,1651.5,1251.61,140038.94,1024.38,1638.7,1511.12,90774.69,10294.62,2969.15,6193.45,15949361.25,6065.79,50577.19,34433775.0,10192.64,1773958.56,50514.01,14166.98,1591.73
2012-12-26,1651.5,1249.05,141484.0,1024.25,1642.09,1508.65,90593.03,10297.6,2963.53,6194.03,15949361.25,6066.04,50643.24,34425517.5,10196.36,1772637.28,50477.27,14124.2,1594.5
2012-12-27,1655.5,1252.03,142248.82,1026.48,1644.82,1513.13,90977.98,10323.7,2965.0,6208.54,15996268.75,6080.82,50749.35,34494825.75,10245.89,1774985.39,50243.58,14050.15,1597.9
2012-12-28,1657.5,1253.69,142702.44,1026.03,1650.29,1513.63,90847.57,10332.03,2962.7,6216.04,15974156.25,6088.08,50702.92,34542300.0,10258.27,1774477.98,50350.69,14054.36,1596.59
2012-12-31,1657.5,1257.21,143315.73,1019.69,1650.37,1517.19,90814.41,10326.72,2958.14,6216.37,15974156.25,6088.08,50702.92,34542300.0,10548.91,1774477.98,50633.29,14062.89,1596.51
2013-01-01,1657.5,1257.21,143315.73,1019.69,1650.37,1517.19,90814.41,10326.72,2958.14,6216.37,15974156.25,6088.08,50702.92,34542300.0,10548.91,1774477.98,50633.29,14062.89,1596.51
2013-01-02,1693.75,1279.32,147644.18,1040.13,1666.4,1547.75,92173.87,10552.57,3010.13,6351.99,16344687.5,6221.14,51388.37,35297750.0,10825.69,1801303.13,51035.05,14386.71,1613.48
2013-01-03,1679.5,1282.5,145847.77,1039.39,1654.39,1550.77,91658.71,10463.79,2991.44,6298.38,16215572.5,6168.8,50981.22,35000780.0,10784.15,1782956.95,50785.96,14385.76,1596.1
2013-01-04,1648.0,1263.32,145089.91,1027.66,1624.02,1526.54,90829.5,10267.53,2941.18,6180.41,15919680.0,6053.19,50313.44,34348440.0,10581.89,1752895.04,50095.07,14180.63,1576.51
2013-01-07,1645.25,1256.01,144337.78,1022.94,1622.05,1518.15,90908.27,10249.25,2928.96,6170.1,15905454.38,6043.17,50081.39,34287010.0,10609.31,1750546.0,49928.38,14090.33,1569.82
2013-01-08,1656.0,1267.41,144287.26,1032.58,1634.72,1531.88,91195.91,10307.11,2946.19,6210.41,16013520.0,6082.65,50408.62,34511040.0,10732.45,1760245.12,50200.38,14240.36,1579.32
2013-01-09,1657.75,1270.99,145625.03,1035.54,1636.61,1536.9,90935.87,10321.48,2945.24,6217.06,16013865.0,6089.0,50370.72,34547510.0,10795.35,1759908.84,50390.2,14247.2,1577.53
2013-01-10,1675.0,1267.64,147734.99,1039.92,1652.47,1535.39,91563.86,10425.87,2968.35,6281.75,16180500.0,6152.36,50769.25,34907000.0,10956.51,1776086.01,50662.87,14475.68,1584.97
2013-01-11,1657.5,1241.99,147650.08,1027.94,1630.4,1512.05,90814.41,10303.19,2939.41,6216.37,15970012.5,6087.91,50189.1,34558875.0,10843.94,1748165.17,50345.8,14513.07,1571.16
2013-01-14,1666.5,1246.82,148735.13,1037.28,1642.59,1528.43,90753.41,10364.3,2951.29,6249.87,16056727.5,6121.22,50378.29,34733193.0,10936.49,1760073.81,50395.78,14516.71,1578.8
2013-01-15,1680.5,1258.99,148976.31,1044.44,1653.02,1559.0,91755.28,10441.95,2971.29,6302.38,16216825.0,6172.56,50465.41,35024981.0,11061.72,1775448.25,50889.72,14803.1,1592.82
2013-01-16,1676.25,1260.67,148339.74,1048.02,1652.2,1559.58,91808.19,10420.41,2962.02,6286.36,16184193.75,6156.95,50052.8,34941431.25,11034.33,1774729.69,50836.04,14785.78,1588.34
2013-01-17,1675.0,1253.93,149761.73,1048.94,1650.63,1562.36,90935.74,10411.8,2938.45,6281.58,16162912.5,6152.27,49864.73,34915375.0,11059.77,1772401.09,50662.03,14770.57,1590.77
2013-01-18,1688.5,1270.36,151880.57,1064.43,1677.95,1579.42,90866.61,10494.7,2975.39,6332.21,16260255.0,6201.86,50199.1,35196782.5,11148.91,1785166.63,51131.98,15023.01,1608.79
2013-01-21,1687.5,1267.37,151529.06,1065.78,1677.12,1572.83,90897.17,10498.44,2977.17,6328.55,16229531.25,6198.27,50169.37,35175937.5,11171.84,1793643.59,51064.59,14957.41,1606.3
2013-01-22,1690.5,1272.34,149676.86,1065.39,1679.43,1571.4,90974.24,10514.57,2992.86,6339.71,16262610.0,6209.21,50275.45,35238472.5,11216.89,1795733.63,51152.82,14969.04,1601.54
2013-01-23,1690.25,1272.68,149654.72,1066.98,1687.97,1569.65,90741.07,10509.97,2994.78,6338.77,16268656.25,6208.29,50327.18,35233261.25,11215.57,1802144.47,51057.8,15263.46,1602.29
2013-01-24,1671.0,1249.44,150390.0,1058.7,1676.43,1554.36,89724.33,10390.44,2959.09,6266.58,16083375.0,6137.58,49770.72,34831995.0,11087.84,1785881.25,50224.39,15112.11,1595.46
2013-01-25,1660.0,1231.91,151026.79,1050.23,1674.36,1532.43,89133.69,10326.03,2930.31,6225.41,16023150.0,6097.18,49633.99,34594400.0,11014.85,1783337.68,49874.27,14883.89,1590.27
2013-01-28,1656.5,1230.59,150136.87,1054.66,1671.66,1535.74,89293.63,10307.74,2931.18,6212.21,16030778.75,6084.32,49670.13,34521460.0,11025.33,1810968.63,49993.99,15090.05,1591.64
2013-01-29,1663.5,1234.23,150796.26,1056.26,1670.4,1533.83,89404.8,10354.12,2941.07,6238.46,16160902.5,6110.03,49663.79,34679816.25,11121.74,1800904.86,49989.07,15012.92,1591.33
2013-01-30,1677.5,1236.23,152761.52,1062.21,1682.36,1530.38,89570.09,10434.72,2967.08,6290.96,16384981.25,6161.54,49914.0,34959100.0,11215.34,1820884.07,50400.48,15176.34,1608.88
2013-01-31,1664.75,1226.43,151925.08,1050.02,1662.84,1515.75,88548.03,10352.75,2928.46,6243.14,16214665.0,6114.63,49642.83,34693390.0,11179.13,1812787.57,49967.88,14871.46,1596.04
2013-02-01,1669.0,1218.6,154566.07,1060.05,1667.25,1506.94,88774.09,10392.86,2919.75,6259.08,16247715.0,6130.24,49736.18,34781960.0,11207.67,1831393.37,49859.52,14790.01,1604.81
2013-02-04,1666.0,1228.75,154429.86,1058.52,1664.42,1513.64,88722.81,10383.84,2927.24,6247.83,16111053.0,6119.3,49580.15,34711110.0,11165.45,1807068.23,50009.97,14848.22,1599.08
2013-02-05,1673.5,1237.02,156296.51,1068.1,1670.4,1521.96,88904.69,10424.9,2947.95,6275.96,16191949.25,6146.76,49744.77,34859005.0,11214.96,1819177.85,50209.16,14819.68,1612.0
2013-02-06,1674.25,1236.7,156617.71,1069.64,1668.81,1524.4,89120.32,10433.42,2956.39,6278.94,16256967.5,6149.44,49825.67,34874627.5,11220.82,1821667.39,50345.94,14946.03,1622.57
2013-02-07,1668.0,1245.75,155474.27,1062.25,1664.41,1530.56,88879.36,10395.31,2955.36,6255.58,16167090.0,6126.56,49648.02,34736100.0,11199.37,1814950.56,50431.96,14851.79,1617.45
2013-02-08,1668.25,1246.78,154705.14,1053.42,1671.5,1530.2,89326.44,10397.37,2950.88,6256.35,16126972.75,6127.48,49688.81,34774671.25,11201.05,1827942.99,50266.95,14819.56,1615.82
2013-02-11,1652.0,1234.77,154346.35,1054.72,1663.07,1519.01,88811.51,10296.09,2932.96,6195.41,15892240.0,6067.79,49270.89,34435940.0,11091.69,1810137.46,49913.51,14731.38,1607.94
2013-02-12,1647.5,1223.59,153308.1,1051.98,1651.54,1508.62,88849.66,10268.04,2919.95,6178.45,15890961.25,6051.27,49268.49,34325662.5,11068.07,1796969.2,49517.26,14708.22,1598.12
2013-02-13,1645.0,1224.28,153741.69,1058.18,1649.03,1512.17,88476.31,10252.46,2905.65,6169.08,15868492.5,6042.08,49020.98,34273575.0,11068.79,1788032.67,49447.87,14555.45,1590.53
2013-02-14,1646.0,1233.74,153176.76,1060.16,1647.73,1517.69,88711.15,10258.69,2909.96,6172.83,15899537.0,6045.84,49100.16,34294410.0,11078.16,1783770.12,49524.42,14522.74,1589.26
2013-02-15,1612.25,1207.63,151245.17,1038.59,1621.68,1489.32,87335.58,10048.35,2850.22,6046.26,15589651.38,5921.87,48149.83,33591228.75,10851.01,1738247.18,48587.56,14240.12,1564.61
2013-02-18,1610.75,1206.46,151394.38,1040.57,1626.62,1487.21,87423.45,10055.43,2845.71,6040.79,15592865.38,5916.37,48145.32,33551922.5,10843.0,1743072.96,48517.23,14305.96,1562.55
2013-02-19,1607.75,1203.72,150356.76,1041.09,1626.8,1485.56,87260.62,10039.27,2853.11,6029.54,15599194.38,5905.26,48039.55,33521587.5,10822.73,1738178.72,48410.56,14260.9,1553.46
2013-02-20,1588.5,1188.11,148826.54,1038.13,1611.93,1467.22,85914.01,9908.43,2827.77,5957.51,15381445.5,5834.64,47361.11,33151995.0,10694.66,1712958.74,47792.8,14102.62,1543.66
2013-02-21,1577.0,1192.66,146487.53,1033.76,1606.73,1465.58,85938.61,9841.27,2829.37,5914.22,15300842.5,5792.32,47120.74,32951415.0,10618.49,1712858.4,47973.52,13995.88,1538.16
2013-02-22,1576.5,1197.77,146961.31,1032.69,1614.02,1468.59,85446.3,9829.63,2836.99,5912.19,15306238.5,5790.48,47066.4,32933085.0,10615.13,1709950.57,47990.61,13988.76,1529.77
2013-02-25,1586.25,1200.39,148790.23,1049.84,1627.57,1475.45,85483.01,9888.52,2860.01,5948.75,15394556.25,5826.38,47357.49,33128831.25,10688.07,1723182.95,48194.23,14012.93,1543.12
2013-02-26,1590.5,1216.63,145840.88,1051.05,1636.07,1481.55,86133.53,9908.02,2871.49,5964.69,15438983.5,5841.99,47460.51,33225545.0,10715.99,1730464.0,48733.7,14065.98,1557.56
2013-02-27,1604.25,1223.78,146957.31,1060.03,1647.0,1491.87,86432.96,9990.15,2888.05,6016.42,15537963.38,5892.49,47854.76,33556899.38,10811.28,1739688.49,49029.89,14215.66,1571.64
2013-02-28,1588.5,1215.05,146555.0,1046.48,1633.06,1482.39,86422.34,9882.53,2857.16,5957.19,15350469.75,5834.56,47257.88,33287017.5,10707.05,1720067.44,48612.3,14253.13,1551.65
2013-03-01,1582.25,1218.62,147853.34,1054.1,1626.47,1495.62,86873.43,9847.45,2848.6,5933.75,15312224.38,5811.6,47119.4,33108581.25,10664.92,1713299.78,48632.41,14366.04,1550.01
2013-03-04,1574.25,1210.08,146830.28,1044.56,1620.3,1482.47,86386.97,9799.86,2833.57,5903.91,15279670.5,5782.22,46967.74,33004151.25,10613.75,1720891.23,48431.01,14320.24,1549.23
2013-03-05,1579.75,1212.72,147469.65,1044.81,1625.33,1488.28,86641.37,9827.47,2833.2,5924.38,15311726.88,5802.42,47076.53,33163691.75,10653.99,1717188.25,48430.22,14305.03,1543.86
2013-03-06,1574.0,1210.77,147200.46,1045.54,1622.56,1489.79,86223.72,9787.29,2825.41,5902.97,15248125.0,5781.3,46795.01,32975300.0,10625.21,1704090.95,48372.16,14297.74,1533.96
2013-03-07,1579.5,1207.34,149523.36,1049.61,1626.96,1491.84,86138.01,9824.81,2839.15,5923.6,15309303.75,5801.5,46966.41,33066832.5,10670.71,1717113.94,48468.52,14459.22,1537.9
2013-03-08,1581.75,1218.47,152140.62,1059.59,1624.22,1507.09,85912.73,9830.1,2853.63,5932.04,15318457.88,5809.77,47057.06,33113936.25,10685.91,1724581.72,48740.83,14421.05,1546.72
2013-03-11,1579.0,1213.26,151773.47,1059.7,1621.24,1499.42,85913.37,9818.38,2843.23,5921.72,15311563.0,5799.67,46935.76,33056365.0,10679.01,1728649.57,48532.93,14400.79,1538.46
2013-03-12,1594.0,1224.18,153008.04,1070.84,1634.41,1509.68,86586.07,9908.62,2874.06,5977.82,15457018.0,5854.76,47222.25,33386330.0,10780.46,1745907.89,48940.98,14617.06,1544.95
2013-03-13,1589.25,1227.27,152583.88,1064.82,1632.56,1512.65,86351.89,9875.28,2879.32,5960.0,15400627.13,5837.31,47065.62,33286841.25,10763.59,1744122.34,48937.36,14687.05,1544.09
2013-03-14,1586.0,1221.83,152446.31,1053.65,1627.31,1506.14,86135.66,9857.78,2876.61,5947.74,15388165.0,5825.38,47016.95,33210840.0,10754.9,1759111.75,48817.47,14567.89,1527.28
2013-03-15,1595.5,1221.11,151732.04,1054.46,1626.05,1497.78,86228.79,9913.64,2882.75,5983.44,15483529.75,5860.27,47115.11,33425725.0,10819.32,1771722.9,48866.16,14672.22,1533.03
2013-03-18,1603.75,1237.65,152187.84,1061.49,1638.63,1515.7,86931.25,9968.59,2904.47,6014.38,15574016.25,5890.57,47390.79,33590543.75,10886.9,1787780.31,49431.97,14693.16,1543.03
2013-03-19,1610.75,1249.95,152779.62,1065.56,1654.96,1524.01,87648.95,10011.94,2935.59,6040.63,15643604.0,5916.2,47251.34,33741185.63,10935.94,1790187.39,49787.06,14937.85,1554.4
2013-03-20,1607.5,1241.31,153524.27,1062.28,1650.5,1517.32,87327.43,9985.47,2922.35,6028.45,15631330.0,5904.27,46794.3,33669087.5,10919.59,1794291.42,49614.66,14904.34,1547.38
2013-03-21,1613.75,1248.5,153394.99,1063.11,1652.56,1525.88,87618.55,10028.33,2926.78,6051.88,15706628.75,5927.22,47129.55,33797573.13,10970.35,1800541.56,49857.67,15033.45,1545.96
2013-03-22,1607.75,1237.02,151916.28,1055.02,1643.84,1511.61,87357.08,9987.66,2916.06,6029.38,15663504.38,5905.19,47115.1,33666285.0,10929.56,1799634.73,49557.27,14982.3,1538.89
2013-03-25,1599.25,1241.41,150873.24,1053.32,1634.11,1514.89,86651.36,9932.46,2912.23,5997.67,15567099.5,5874.04,46802.05,33496291.25,10873.06,1776406.76,49419.62,14864.39,1530.16
2013-03-26,1598.0,1242.71,150563.54,1054.47,1624.61,1515.62,86899.22,9925.18,2899.17,5992.82,15550937.0,5869.45,46869.32,33470110.0,10864.56,1766908.52,49365.8,14769.11,1524.16
2013-03-27,1603.0,1254.21,151275.1,1060.64,1630.17,1528.38,87171.12,9961.04,2915.94,6011.57,15588373.5,5887.82,46967.88,33558805.0,10899.36,1781934.88,49795.58,14889.71,1536.25
2013-03-28,1598.25,1244.65,150267.45,1052.55,1623.74,1513.46,86864.87,9932.0,2892.03,5993.68,15530994.38,5870.37,46804.73,33471350.63,10872.97,1778212.72,49680.64,14663.06,1533.02
2013-03-29,1598.25,1244.65,150267.45,1052.55,1623.74,1513.46,86864.87,9932.0,2892.03,5993.68,15530994.38,5870.37,46804.73,33471350.63,10872.97,1778212.72,49680.64,14663.06,1533.02
2013-04-01,1598.25,1244.07,149052.79,1049.24,1625.1,1514.9,86864.87,9921.93,2889.08,5993.76,15562959.38,5870.45,46876.65,33471350.63,10883.52,1781728.79,49737.12,14676.81,1534.64
2013-04-02,1583.5,1233.4,148009.72,1046.7,1607.65,1501.79,85960.28,9815.48,2853.47,5938.36,15418539.5,5816.19,46499.46,33150572.5,10782.29,1770511.12,49472.1,14589.97,1513.93
2013-04-03,1574.75,1225.68,146231.26,1040.43,1595.14,1488.53,85721.51,9765.02,2842.74,5905.63,15349088.25,5784.06,46242.52,32967391.25,10736.25,1759940.37,49667.99,14501.87,1501.69
2013-04-04,1546.5,1203.13,149036.2,1018.74,1569.31,1463.14,84817.77,9589.85,2793.44,5799.68,15076828.5,5680.29,45382.02,32360512.5,10575.35,1737879.38,48967.2,14198.96,1486.09
2013-04-05,1568.0,1204.12,152362.56,1021.4,1599.75,1463.18,85981.27,9723.17,2815.97,5880.31,15288000.0,5759.19,45942.38,32810400.0,10722.37,1774388.0,49560.39,14271.54,1510.82
2013-04-08,1575.0,1209.96,155743.87,1030.66,1605.63,1472.47,85924.11,9770.2,2814.76,5906.56,15353887.5,5784.97,46147.48,32956875.0,10787.25,1795696.88,49219.52,14212.01,1515.52
2013-04-09,1577.25,1207.93,156155.62,1031.19,1602.25,1473.07,86165.15,9782.73,2812.08,5915.0,15330870.0,5792.84,45779.67,32972411.25,10802.66,1797197.44,49151.83,14069.46,1504.65
2013-04-10,1575.0,1203.67,156720.36,1027.67,1597.92,1467.11,85906.4,9755.39,2813.66,5906.56,15261750.0,5784.58,45698.62,32846625.0,10805.05,1788845.47,48593.47,14025.85,1494.38
2013-04-11,1565.0,1192.24,155795.73,1016.63,1582.45,1454.35,85360.96,9697.21,2792.27,5869.06,15185195.0,5747.85,45447.59,32638075.0,10753.27,1766962.94,48208.64,13906.28,1481.8
2013-04-12,1535.5,1172.36,151615.26,999.15,1556.15,1426.63,83792.22,9508.12,2748.16,5758.43,14913543.75,5639.51,44583.22,32022852.5,10550.57,1734001.61,47652.94,13721.23,1462.17
2013-04-15,1395.0,1066.19,136654.19,911.08,1424.64,1297.07,76201.88,8631.0,2495.31,5231.53,13548240.0,5123.83,40503.81,29106675.0,9606.32,1563306.61,43755.2,12721.91,1342.19
2013-04-16,1380.0,1051.03,134874.28,902.46,1412.64,1278.78,74830.49,8532.68,2473.58,5175.28,13409460.0,5068.67,40068.28,28876500.0,9503.3,1538803.43,43328.2,12646.11,1333.2
2013-04-17,1392.0,1067.32,135838.31,913.72,1431.18,1296.23,75390.7,8591.84,2501.7,5220.28,13516320.0,5112.47,40131.34,29072616.0,9593.87,1556882.33,44109.68,12798.12,1350.47
2013-04-18,1393.75,1065.4,136901.08,911.42,1428.38,1295.84,75367.03,8615.19,2504.15,5226.84,13539584.38,5118.89,40014.55,29125890.63,9621.54,1566156.81,44079.77,12750.93,1351.65
2013-04-19,1405.5,1074.42,139481.81,921.22,1441.97,1307.96,76002.41,8682.62,2528.77,5270.84,13650918.75,5162.05,40218.37,29371436.25,9702.66,1568889.38,44337.18,12958.01,1363.97
2013-04-22,1424.5,1093.21,141438.6,934.47,1462.75,1333.47,77186.53,8807.11,2574.29,5342.3,13842578.75,5232.19,40861.78,29807662.5,9854.19,1593979.68,45107.91,13207.32,1389.83
2013-04-23,1408.0,1081.83,139898.86,921.13,1444.54,1325.98,76561.74,8700.17,2541.79,5280.21,13690688.0,5171.79,40585.6,29462400.0,9740.05,1578297.53,44566.01,13012.74,1372.52
2013-04-24,1428.5,1099.23,141957.19,935.71,1467.43,1353.79,77676.45,8825.42,2578.44,5357.09,13881448.75,5246.95,41276.49,29891362.5,9892.79,1596562.89,45052.74,13110.7,1392.64
2013-04-25,1451.0,1115.64,144359.98,939.77,1479.66,1374.68,78629.67,8953.68,2611.07,5441.61,14100818.0,5329.6,42224.09,30347665.0,10048.61,1613838.26,45160.56,13142.5,1407.03
